,Combined,Game,PitchTypeAll,Pitchtype_3classes_5player,Pitchtype_3classes_Allplayer,Player,PositionCF,PositionSV
2597,Fastball (2-seam),491107-53287b61-d869-4efb-a573-840888df8ebe,Fastball (2-seam),Fastball,Fastball,573185.0,Windup,Windup
2598,Changeup,491107-97eb0638-b7b0-4c5d-a890-abe2c2611106,Fastball (2-seam),Fastball,Changeup,573185.0,Windup,Windup
2599,Slider,491107-52dccd65-ed3a-4fa1-82ef-02b60d968579,Slider,Breaking Ball,Breaking Ball,606424.0,Stretch,Stretch
2600,Slider,491107-c95a47ea-624c-44a7-bb29-b71b17f47021,Slider,Breaking Ball,Breaking Ball,606424.0,Stretch,Stretch
2601,Slider,491107-ef9e1198-86ee-4b15-9a79-2c4a3ec631b7,Slider,Fastball,Breaking Ball,606424.0,Stretch,Stretch
2602,Changeup,491107-86bb5a29-914f-4b58-acc5-a19fa639b801,Changeup,Fastball,Changeup,527055.0,Stretch,
2603,Fastball (2-seam),491107-0d6d1298-ef7c-4bc3-a861-9b03680c2825,Fastball (2-seam),Fastball,Fastball,527055.0,Stretch,Stretch
2604,Changeup,491107-1a38efa3-6348-4536-892d-770ffc107cbc,Changeup,Fastball,Changeup,527055.0,Stretch,
2605,Fastball (2-seam),491107-a1b5ae7a-40a4-4b3d-b6f8-9b0d82911497,Fastball (2-seam),Fastball,Fastball,527055.0,Stretch,Stretch
2606,Changeup,491107-720be4aa-da6f-49ec-a039-3961a75e7839,Changeup,Fastball,Changeup,527055.0,Stretch,
2607,Knuckle curve,491107-1b900d49-f0c5-4a30-b2a0-07f85e79316a,Knuckle curve,Fastball,Breaking Ball,475479.0,Stretch,
2608,Fastball (2-seam),491107-0966d4b1-386a-4e1a-931a-24736e9c25f7,Fastball (2-seam),Fastball,Fastball,475479.0,Stretch,
2609,Fastball (2-seam),491107-e31f86d6-2813-4fa4-b098-e75e5e588a71,Fastball (2-seam),Fastball,Fastball,475479.0,Stretch,Stretch
2610,Fastball (2-seam),491107-03f20f33-befd-4c4c-920a-02185c5a9055,Fastball (2-seam),Fastball,Fastball,475479.0,Stretch,Stretch
2611,Fastball (2-seam),491107-27c3bcca-bca3-4179-84a7-a7202fa34298,Fastball (2-seam),Fastball,Fastball,475479.0,Stretch,Stretch
2612,Fastball (2-seam),491107-01050e2b-267b-48f6-ae70-b1617d6e72ad,Fastball (2-seam),Fastball,Fastball,475479.0,Stretch,Stretch
2613,Fastball (2-seam),491107-b4d9e5ad-5189-4022-a83f-113ed165ab15,Fastball (2-seam),Fastball,Fastball,475479.0,Stretch,Stretch
2614,Fastball (4-seam),491107-83fcbb62-a376-4362-8ccf-c0eb1ff80ee4,Fastball (4-seam),Fastball,Fastball,518693.0,Stretch,Stretch
2615,Changeup,491107-2f4820ad-d5e2-4a14-a7d4-92a02235d5ed,Changeup,Breaking Ball,Changeup,592426.0,Stretch,Stretch
2616,Fastball (4-seam),491107-bfc4c6f4-7e22-494b-8ed0-ae83448611d2,Fastball (4-seam),Fastball,Fastball,592426.0,Stretch,Stretch
2617,Curveball,491107-1c0c9a14-21c9-4d95-9019-472c3b246346,Curveball,Fastball,Breaking Ball,592426.0,Stretch,
2618,Fastball (4-seam),491107-d8afdc21-d281-42f3-80be-6eaded9c42cc,Fastball (4-seam),Fastball,Fastball,607457.0,Stretch,Stretch
2619,Sinker,491107-c6bbe15d-075c-4e14-b655-0d3a550e620b,Slider,Fastball,Fastball,607457.0,Stretch,Stretch
2620,Fastball (4-seam),491107-1189441f-415c-4dec-b411-9922913dcae8,Fastball (4-seam),Fastball,Fastball,607457.0,Stretch,Stretch
2621,Fastball (4-seam),490251-8171098e-766a-4ffd-a3e5-23334f9d1f89,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2622,Fastball (4-seam),490251-e35fa632-062c-4377-a39d-54e272a538dc,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2623,Slider,490251-5294125c-a138-40bd-92c6-6170d0345882,Slider,Breaking Ball,Breaking Ball,527054.0,Windup,Windup
2624,Fastball (4-seam),490251-c643d9bb-87d1-4b70-8bc7-b94eb56a6dd5,Fastball (4-seam),,,527054.0,,
2625,Fastball (4-seam),490251-d8424ac7-8b06-4ff2-bff2-078ab138960e,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2626,Slider,490251-c3247639-cfcc-4455-924d-0c1a3f7d2008,Slider,Breaking Ball,Breaking Ball,527054.0,Stretch,Stretch
2627,Slider,490251-c90ac00e-e25a-44f9-a71b-e4acff5a2c91,Slider,Breaking Ball,Breaking Ball,527054.0,Stretch,Stretch
2628,Fastball (4-seam),490251-30ba1f4e-4d48-46b1-ae8d-fcf003220f93,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2629,Fastball (2-seam),490251-55c0f7a8-6e02-4b6a-93e9-9771a3b3ec0c,Fastball (2-seam),Fastball,Fastball,468504.0,Windup,Windup
2630,Fastball (4-seam),490251-a5761241-4e6a-4be0-b050-013a0d315d92,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,Stretch
2631,Fastball (4-seam),490251-d41c199e-f5c7-4c94-88d8-49eeed3a3b7f,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,
2632,Changeup,490251-457baae8-5f37-4bc5-9e84-77d442c478b2,Curveball,Fastball,Changeup,468504.0,Stretch,Stretch
2633,Slider,490251-a97318e7-cb8c-4f42-9c7f-7e1a622b67a6,Slider,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2634,Slider,490251-92c6824c-1a0c-4d11-a1c1-7f31a3aad589,Slider,Fastball,Breaking Ball,468504.0,Stretch,
2635,Fastball (4-seam),490251-946020a2-500a-4167-b50e-ecc20af3cf16,Slider,Fastball,Fastball,468504.0,Stretch,
2636,Slider,490251-a034aaf5-4abd-4394-a849-28809ddeb69a,Slider,Fastball,Breaking Ball,468504.0,Stretch,
2637,Fastball (4-seam),490251-79f0fe44-2ef1-43c0-91c1-ff736a3ef4d8,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2638,Slider,490251-181a36ce-41c2-479d-88fe-52c83118eb15,Slider,Breaking Ball,Breaking Ball,527054.0,Windup,Windup
2639,Fastball (4-seam),490251-cce5cc65-95f7-4957-9913-8f0039ec7a34,Fastball (4-seam),,,527054.0,,
2640,Fastball (4-seam),490251-f934ddd6-54f7-4df7-a5ab-fd393004a5c2,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2641,Fastball (4-seam),490251-0a77f498-7c70-4bdc-94cd-899f46792f7e,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2642,Slider,490251-bebb6a3a-b1c9-467a-bbc3-41cf1a9acbac,Slider,Breaking Ball,Breaking Ball,527054.0,Stretch,Stretch
2643,Slider,490251-99791d2c-e68f-42d7-8f13-4eaf12c405f3,Slider,Breaking Ball,Breaking Ball,527054.0,Stretch,Stretch
2644,Fastball (4-seam),490251-c50305bb-caed-4d7d-bbce-dd2aac032b2e,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2645,Slider,490251-bd81f0f0-8da3-49f0-a3b2-d3039c31ab5b,Slider,Breaking Ball,Breaking Ball,527054.0,Stretch,Stretch
2646,Slider,490251-601b5bc2-6961-4940-b723-66bd538b638a,Slider,Breaking Ball,Breaking Ball,527054.0,Stretch,Stretch
2647,Fastball (4-seam),490251-14d6d515-1ab7-4cd0-b909-2f7c8b2d5cf2,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,
2648,Fastball (4-seam),490251-6a928adf-6b73-4a84-95fc-3918b2f8b85d,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,
2649,Fastball (4-seam),490251-9987aa05-b59c-407f-aee4-0b3d769d739b,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,Stretch
2650,Fastball (4-seam),490251-810d2216-29cb-4101-9e38-594dabfb56f8,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,Stretch
2651,Curveball,490251-9871e0b9-73b6-4ca7-be24-3e8d36cb26ac,Curveball,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2652,Slider,490251-34df4718-e85c-4f57-88af-0743b20704f0,Slider,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2653,Curveball,490251-25732053-b051-4c2e-9cec-e45e6501eee3,Curveball,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2654,Curveball,490251-59dce59f-a254-4efe-9eb3-9b84f7394a76,Curveball,Fastball,Breaking Ball,468504.0,Stretch,
2655,Fastball (4-seam),490251-448eb538-ff44-4729-aaf4-a8e38c134c16,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,Stretch
2656,Curveball,490251-cd5ccb20-c792-4ad1-ad07-55fd22ed8a00,Curveball,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2657,Changeup,490251-4fbc5bfb-cdf9-44af-8ea2-113fd18fb891,Changeup,Changeup,Changeup,527054.0,Windup,Windup
2658,Fastball (4-seam),490251-7e9908fd-8469-419a-8f89-a2dd22bfdb52,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2659,Slider,490251-05377641-7971-4311-af89-e773dc116022,Slider,Breaking Ball,Breaking Ball,527054.0,Windup,Windup
2660,Fastball (4-seam),490251-dc0d7f5b-a3b5-4875-919f-851a5a622b56,Fastball (4-seam),,,527054.0,,
2661,Slider,490251-cb22ec8a-dc0c-4447-b30b-4c1f531d22b1,Slider,,,527054.0,,
2662,Slider,490251-000135df-5d5f-4b73-8bad-c7f32f207969,Fastball (4-seam),Fastball,Breaking Ball,527054.0,Stretch,
2663,Fastball (4-seam),490251-fcb0d45a-801b-4ca7-b429-ccf288c5cfb5,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2664,Fastball (4-seam),490251-7a2cc4c8-98dc-4d40-80cd-d14fd141a8d5,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2665,Fastball (4-seam),490251-8d74bb0f-fefa-4d24-82e4-c9d7374d0590,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2666,Slider,490251-0ffa1a64-8120-43bb-8264-510d52c4c8ed,Fastball (4-seam),Breaking Ball,Breaking Ball,527054.0,Stretch,Stretch
2667,Fastball (4-seam),490251-43e722b1-279d-4bee-a105-0dececc7644d,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,Windup
2668,Fastball (4-seam),490251-b35c241c-4362-41c4-be81-c9c4f667e44d,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,Windup
2669,Curveball,490251-9a9e324b-3787-44d9-84a5-54353577a613,Curveball,Fastball,Breaking Ball,468504.0,Windup,Windup
2670,Fastball (4-seam),490251-7c5a3e82-6046-486e-a2d1-3c7627b427fb,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,
2671,Fastball (4-seam),490251-88009707-e682-405a-8644-92d5b20a155e,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,Windup
2672,Curveball,490251-14605aa7-e5d2-44d6-854e-a88db7ed11da,Curveball,Fastball,Breaking Ball,468504.0,Windup,
2673,Fastball (4-seam),490251-17abbd33-2eb0-4902-983c-ef4f55b51a83,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,Stretch
2674,Slider,490251-3428ae41-ff59-49a8-94c9-15eab35c17ab,Slider,Breaking Ball,Breaking Ball,527054.0,Windup,Windup
2675,Fastball (4-seam),490251-17455e58-8155-43e0-a280-86c61d9f8ed6,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2676,Curveball,490251-8c9ef509-703d-4728-b367-6c013d1e9715,Curveball,Breaking Ball,Breaking Ball,527054.0,Windup,
2677,Fastball (2-seam),490251-bc33da24-29c1-4846-9e51-0ce2c8d67cce,Fastball (2-seam),Fastball,Fastball,527054.0,Windup,Windup
2678,Fastball (4-seam),490251-3238d8e0-ab23-4cd1-9889-cd6eee6486a1,Fastball (4-seam),,,527054.0,,
2679,Slider,490251-184c5d88-60b9-4a9b-96b7-c760fb2e594f,Slider,Breaking Ball,Breaking Ball,527054.0,Windup,Windup
2680,Fastball (4-seam),490251-3a367773-d830-4e27-9ef4-a96d4a88bfd8,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,Windup
2681,Fastball (4-seam),490251-4ae45f04-5b23-47d8-a927-9bd1072fd80e,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,Windup
2682,Curveball,490251-7e10290b-f01b-4d47-a8ee-80143844e46b,Curveball,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2683,Slider,490251-1a14f9c8-0db0-4e8c-892d-cfbad7840a5e,Slider,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2684,Changeup,490251-63182105-02c1-4af3-b385-9ca8e67080d4,Changeup,Fastball,Changeup,468504.0,Stretch,Stretch
2685,Slider,490251-41b35c82-7f92-4059-be58-12ebf4f1078d,Slider,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2686,Slider,490251-b6fdb2c4-cb7e-40b3-ba3e-76d0f4684544,Slider,Fastball,Breaking Ball,468504.0,Stretch,Stretch
2687,Fastball (4-seam),490251-4135c090-2088-491f-ad1a-582856727178,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,
2688,Fastball (4-seam),490251-c9531e91-8f81-4c83-884b-17460b0f0707,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,
2689,Fastball (4-seam),490251-76346d2c-a0c7-4ed9-a91c-96d943d44c13,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2690,Fastball (4-seam),490251-5e6619b1-c9f3-417f-a161-3946984a1d2e,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2691,Fastball (4-seam),490251-b68107ae-6646-4d33-9b96-6e088bbb7fb7,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2692,Fastball (4-seam),490251-dc65000e-be5c-42de-84bd-a2edda916424,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2693,Changeup,490251-33d48674-bb1f-4cf6-8fe3-efa0d7fffc34,Fastball (4-seam),Changeup,Changeup,527054.0,Stretch,Stretch
2694,Fastball (4-seam),490251-81008dad-4d89-454d-859e-b32f68eda069,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,
2695,Slider,490251-b7e82b1f-ccfa-4284-9b06-4af77abe9dab,Slider,Fastball,Breaking Ball,468504.0,Windup,
2696,Fastball (4-seam),490251-2bf49ab5-3922-4857-9b90-d5d4696ffee6,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,
2697,Fastball (4-seam),490251-01499f63-978d-4c6c-bdd0-53e09f32b5c8,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,Windup
2698,Fastball (4-seam),490251-a2a567f4-74bc-48bd-9928-511cfbaa61ee,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,Windup
2699,Fastball (4-seam),490251-f49e6ebd-8925-4450-8799-10a9d8f23db9,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,Stretch
2700,Fastball (4-seam),490251-e7321012-bca9-4acd-9b00-f4218062e2a6,Slider,Fastball,Fastball,468504.0,Stretch,Stretch
2701,Fastball (4-seam),490251-17541bb3-f6a7-4cd5-b8bf-f3a9744bf4de,Fastball (4-seam),Breaking Ball,Fastball,468504.0,Stretch,Stretch
2702,Fastball (4-seam),490251-6cff851a-a6a5-411e-b9eb-428bb01fd333,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,Stretch
2703,Fastball (2-seam),490251-faf8939e-0917-4d9b-826f-20ab8b0d2c58,Slider,Fastball,Fastball,468504.0,Stretch,Stretch
2704,Slider,490251-8e9f0bd3-77ee-41eb-bc12-210b307203eb,Slider,Fastball,Breaking Ball,468504.0,Stretch,
2705,Fastball (4-seam),490251-20748793-8bb3-49a1-b395-6b593460ad39,Fastball (4-seam),Fastball,Fastball,527054.0,Windup,Windup
2706,Slider,490251-a9bcfd9a-1f0f-43c4-a64c-e53302311c6e,Slider,Breaking Ball,Breaking Ball,527054.0,Stretch,Stretch
2707,Changeup,490251-92353861-b559-4056-98cc-48b42ab184e3,Changeup,Changeup,Changeup,527054.0,Stretch,Stretch
2708,Fastball (4-seam),490251-083963ca-6e46-4184-9294-b616e010ece6,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2709,Fastball (4-seam),490251-28f30030-fe7a-4b78-9876-f1fd813cccd5,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2710,Fastball (4-seam),490251-37f02704-6b6d-434e-b0c7-47ec6cfedd20,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,
2711,Curveball,490251-adf38377-5268-4c17-b070-dbec2a71347e,Curveball,Breaking Ball,Breaking Ball,527054.0,Stretch,
2712,Fastball (4-seam),490251-c33126cb-4658-4589-b064-cb78b495ff4c,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,
2713,Fastball (4-seam),490251-1b2f6c76-b095-41df-8857-106e8584ab52,Fastball (4-seam),Fastball,Fastball,527054.0,Stretch,Stretch
2714,Slider,490251-0f308987-60b4-480c-89b7-60421ab39106,Slider,Fastball,Breaking Ball,468504.0,Windup,
2715,Fastball (4-seam),490251-1c61f8dd-131a-4a81-b817-787c50fb85b2,Fastball (4-seam),Fastball,Fastball,468504.0,Windup,Windup
2716,Slider,490251-4817c63e-1561-4ca1-acc7-6c20e2b07f2b,Slider,Fastball,Breaking Ball,468504.0,Windup,
2717,Fastball (4-seam),490251-356e7600-0ab5-4210-883c-b09a68066cf3,Fastball (4-seam),Fastball,Fastball,468504.0,Stretch,
2718,Fastball (2-seam),490251-2b8990c7-d281-4a93-8ac4-52a3953375c0,Fastball (2-seam),Fastball,Fastball,468504.0,Stretch,
2719,Sinker,490251-cb351f1e-570d-4fdd-9aad-ff06d9bfbc0a,Sinker,Breaking Ball,Fastball,489334.0,Stretch,Stretch
2720,Fastball (4-seam),490251-5b27e988-15df-4fe6-9327-cc90e1394a80,Fastball (4-seam),Fastball,Fastball,489334.0,Stretch,Stretch
2721,Sinker,490251-f47ac3b5-1d43-406f-8e18-7e2e13a7ac38,Sinker,Breaking Ball,Fastball,489334.0,Stretch,Stretch
2722,Fastball (4-seam),490251-c72c9ec1-1525-46a6-a0e6-ef3b98758980,Fastball (4-seam),Breaking Ball,Fastball,489334.0,Stretch,Stretch
2723,Slider,490251-02676bfb-14e7-42e1-9287-9fabcdae0f1e,Sinker,Breaking Ball,Breaking Ball,489334.0,Stretch,Stretch
2724,Fastball (4-seam),490251-e847d44d-7693-44b1-8094-777c80f05648,Fastball (4-seam),Breaking Ball,Fastball,489334.0,Stretch,Stretch
2725,Sinker,490251-2c207a64-ddfa-48d8-b79a-736815c7898e,Sinker,Breaking Ball,Fastball,489334.0,Stretch,Stretch
2726,Fastball (4-seam),490251-18865c1b-b5de-4422-a5b0-4db29342c86c,Fastball (4-seam),Breaking Ball,Fastball,489334.0,Stretch,Stretch
2727,Fastball (4-seam),490251-a7d1616d-fcd7-4fb9-912b-fd163b7e552f,Fastball (4-seam),,,489334.0,,
2728,Fastball (4-seam),490251-b71c86e4-2959-41f1-af50-02b13abdae2e,Fastball (4-seam),Fastball,Fastball,542432.0,Stretch,Stretch
2729,Fastball (4-seam),490251-eeb35f45-7a6d-4a6d-866c-2e2e6ef8dfa2,Fastball (4-seam),Fastball,Fastball,542432.0,Stretch,Stretch
2730,Fastball (4-seam),490251-be428f2c-cff6-47ef-8c29-6c2f7becea4e,Fastball (4-seam),Breaking Ball,Fastball,542432.0,Stretch,Stretch
2731,Slider,490251-76f967bf-4142-4558-aae0-6a9b3e875307,Slider,Breaking Ball,Breaking Ball,542432.0,Stretch,Stretch
2732,Fastball (4-seam),490251-9e9761e2-ffa2-4093-bfe6-51f7e26b0d19,Fastball (4-seam),Fastball,Fastball,542432.0,Stretch,Stretch
2733,Fastball (4-seam),490251-17457c1b-c960-40fa-aaac-0722b31a851a,Fastball (4-seam),Fastball,Fastball,542432.0,Stretch,
2734,Slider,490251-fa9ee652-2c86-42a2-8326-c02d6f9ac674,Slider,Fastball,Breaking Ball,542432.0,Stretch,
2735,Fastball (4-seam),490251-a4b0e13a-4065-4bbb-97ad-30fd920d6266,Fastball (4-seam),Fastball,Fastball,542432.0,Stretch,
2736,Sinker,490251-4866b22b-dcea-4c6a-b2ae-a2656144ee53,Sinker,,,489334.0,,
2737,Fastball (4-seam),490251-979ec4dd-22a1-4e8e-b8c9-a1f9c6a1d53b,Fastball (4-seam),,,489334.0,,
2738,Fastball (4-seam),490251-52ef5012-9d7b-4a08-9c8c-09c0c3c0fca9,Fastball (4-seam),,,489334.0,,
2739,Slider,490251-c4f315c1-3e1a-4b39-8f29-12f321cc5c30,Slider,Breaking Ball,Breaking Ball,489334.0,Windup,Windup
2740,Fastball (4-seam),490251-aff7cd3f-a369-4dd8-93aa-2d129bfe2b91,Fastball (4-seam),Breaking Ball,Fastball,489334.0,Windup,Windup
2741,Fastball (4-seam),490251-fa37f2c6-5a35-4eaa-9793-b4f537e7b434,Fastball (4-seam),Fastball,Fastball,527055.0,Stretch,Stretch
2742,Slider,490251-52450417-da3b-44c1-9352-e3ca4644a5e9,Slider,Fastball,Breaking Ball,527055.0,Stretch,Stretch
2743,Slider,490251-1f235e43-bfb2-410d-ba93-8e2cf84dd005,Slider,Fastball,Breaking Ball,527055.0,Stretch,Stretch
2744,Fastball (4-seam),490251-eb8e4bed-68ec-4efd-b478-917a443b1c75,Fastball (4-seam),Fastball,Fastball,534812.0,Stretch,Stretch
2745,Fastball (4-seam),490251-dcd26475-331f-40bc-8bf5-8c6acde78632,Fastball (4-seam),Breaking Ball,Fastball,534812.0,Stretch,Stretch
2746,Curveball,490251-b37ccbd2-c436-4927-8df7-847e7f7b300e,Curveball,Breaking Ball,Breaking Ball,534812.0,Stretch,Stretch
2747,Fastball (4-seam),490251-0b25e55d-09d8-45cf-9716-21da4a838bd5,Fastball (4-seam),Fastball,Fastball,534812.0,Stretch,Stretch
2748,Fastball (4-seam),490251-4cbb57b1-b40a-415c-a79d-4fd94990e205,Fastball (4-seam),Breaking Ball,Fastball,534812.0,Stretch,
2749,Fastball (4-seam),490251-cfd8959f-6d12-441f-852b-bdbd031c9e14,Fastball (4-seam),Fastball,Fastball,534812.0,Stretch,
2750,Fastball (2-seam),490251-dfd5de67-8189-4879-aea4-bc39cdf185d9,Fastball (2-seam),Fastball,Fastball,462382.0,Windup,
2751,Fastball (4-seam),490251-11186e6e-e8ba-49c3-ad06-9c97d8976f30,Fastball (4-seam),Fastball,Fastball,462382.0,Windup,Windup
2752,Curveball,490251-7364dfb1-ac42-4ac1-9629-400c70a6dd88,Curveball,Breaking Ball,Breaking Ball,462382.0,Windup,Windup
2753,Fastball (2-seam),490251-fb111a93-6270-48ea-add3-c37d21d7a7a0,Fastball (2-seam),Breaking Ball,Fastball,462382.0,Stretch,Stretch
2754,Knuckleball,490732-166bc589-e9f8-473f-97de-72e7ec4b3719,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,
2755,Knuckleball,490732-02977111-a1b3-4b9b-bd87-17da2bf2fa8d,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,
2756,Fastball (4-seam),490732-da58a23a-96e5-4b86-a76e-817e244e4413,Fastball (4-seam),Fastball,Fastball,285079.0,Windup,Windup
2757,Knuckleball,490732-f2301d2d-9db9-41bc-a0c5-c8e5b66d2dc6,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,
2758,Knuckleball,490732-c9184a86-f88a-4dec-8165-287cf008167a,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,Windup
2759,Knuckleball,490732-dbfdfd9e-e5e5-4192-8a7b-be9a5035149e,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,Windup
2760,Fastball (4-seam),490732-608250b7-039e-4548-bd97-43ba4c7d6f4d,Fastball (4-seam),Fastball,Fastball,285079.0,Windup,Windup
2761,Fastball (4-seam),490732-ab965f65-e69a-4bfb-8aba-83efc5edd6b6,Fastball (4-seam),Fastball,Fastball,285079.0,Windup,Windup
2762,Knuckleball,490732-6b60d657-5ef3-4602-9617-d59dc90061c4,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,Windup
2763,Knuckleball,490732-5b8322af-9189-4f1a-87ba-3cf95ed776e3,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Stretch,Windup
2764,Fastball (4-seam),490732-309da6cb-d9e1-49e7-9523-38796b638f3f,Fastball (4-seam),,,461829.0,,
2765,Fastball (2-seam),490732-c2b0b6a8-a9fb-45a5-9baa-6e292787abb7,Fastball (2-seam),Fastball,Fastball,461829.0,Stretch,
2766,Fastball (2-seam),490732-1c6213ba-b2e3-4d4a-87c2-730d2e062b8e,Fastball (2-seam),Fastball,Fastball,461829.0,Stretch,Stretch
2767,Fastball (4-seam),490732-4d035e9f-1f05-4059-9f37-79d1afcd15fc,Changeup,Breaking Ball,Fastball,461829.0,Stretch,Stretch
2768,Fastball (4-seam),490732-b4cf4bd6-5698-43db-b3e9-f7d7a6d206be,Fastball (4-seam),Fastball,Fastball,461829.0,Stretch,
2769,Changeup,490732-4bbb2b85-98bb-4f0a-9613-d2d84692c374,Changeup,Breaking Ball,Changeup,461829.0,Stretch,
2770,Changeup,490732-54e9f708-e9f4-477f-abee-85df2e90a65b,Changeup,Breaking Ball,Changeup,461829.0,Stretch,
2771,Fastball (4-seam),490732-a400e8d0-f751-430f-b090-41b41e46dfc1,Fastball (4-seam),Fastball,Fastball,461829.0,Stretch,
2772,Sinker,490732-4c23da95-ce12-4edd-949a-3ccd185451f4,Sinker,Fastball,Fastball,461829.0,Stretch,
2773,Fastball (4-seam),490732-c0c8fb7a-957c-4b39-8095-5243127c46ee,Fastball (4-seam),Fastball,Fastball,285079.0,Windup,Windup
2774,Knuckleball,490732-a31a4edf-2d19-440c-8cd5-04c266313aac,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Stretch,
2775,Fastball (4-seam),490732-f4d9f588-2a0e-495c-8069-48f497431f09,Fastball (4-seam),Fastball,Fastball,285079.0,Windup,Windup
2776,Curveball,490732-5aea9479-a6dd-4e93-b379-51db000075dc,Curveball,,,461829.0,,
2777,Fastball (2-seam),490732-8260485c-56f4-48e4-886c-1ea4ede77d50,Fastball (2-seam),,,461829.0,,
2778,Fastball (4-seam),490732-7b0fb3b2-4d38-4e22-b199-4365de830ab1,Fastball (4-seam),,,461829.0,,
2779,Fastball (2-seam),490732-62c92894-70e8-4442-a82a-08a3e0dc0318,Fastball (2-seam),Breaking Ball,Fastball,461829.0,Stretch,Stretch
2780,Fastball (4-seam),490732-4c6b2275-ecdc-43f9-bebf-b0292afd8962,Curveball,Breaking Ball,Fastball,461829.0,Stretch,
2781,Changeup,490732-591e6d22-1aae-4a67-a9f9-f542737970c9,Changeup,Breaking Ball,Changeup,461829.0,Stretch,Stretch
2782,Fastball (2-seam),490732-bfc218ff-63bb-4604-beff-a3b1b96afab1,Fastball (2-seam),Fastball,Fastball,461829.0,Stretch,Stretch
2783,Knuckleball,490732-3716f2ef-88a5-4d59-943e-b29b7f7cd562,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,Windup
2784,Fastball (4-seam),490732-298df47b-5d0c-45e4-aec0-f300c5a2c4f8,Fastball (4-seam),Fastball,Fastball,285079.0,Windup,Windup
2785,Knuckleball,490732-6cfe5cfc-27d6-433d-a827-606282abd1d6,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,Windup
2786,Knuckleball,490732-ec7308fd-d6f5-48b7-ae50-ec6ae6339b90,Knuckleball,Breaking Ball,Breaking Ball,285079.0,Windup,Windup
